tweet,predicted_labels
prime minister modi address nation shortly tune guys,Negative
hope stands jawan time well motive win lose highlight government failed forcesespecially paramilitary forces,Negative
think bhakts understand modi india india modi,Negative
forms panel examine modi violated model code read,Negative
message modi sent contested seats sir elaborate,Possitive
everybody loves david versus goliath fight,Negative
whole world respecting people belittle shame modi govt successfully implemented many schemes benefited lakhs poor needy economy strengthened deficit inflation gdp defence sector improving demon,Possitive
inside track congress like bjp eventually fashioning campaign rahul gandhi played major role conceiving concept announced beginning april,Negative
mrmodi sir success regards farmers assure rs per acre farmers lands kcr telangana remember sir farmers vote bank also promise public speeches certainly win like,Possitive
sensex spurted points modis speech india shot live satellite space,Negative
exercises india shot satellite low orbit said prime minister country narendra modi wednesday wow stressed india entered group great space powers,Possitive
china actions words count indians fooled enough hindi chini bhai bhai since communist china modi india nehru,Negative
yday stuck lunch btwn sets extreme modi lovers extreme modi haters one thought aadhar launched felt emergency declared wisdom gained groups indian history started seek golden mean,Possitive
modi kcr undoubtedly masters setting agenda opposition,Negative
thanks nehru thenga modi besharam never give credit rightfully deserving person,Possitive
mahesh sharma modi irresponsible means power power damaged gautam buddha nagar,Negative
swear mom voted modi,Negative
modi win bjp iaf strikes jaish camp across locabout terrorists killed feb,Possitive
fool congressagain modi,Negative
good side one react bjp leaders reacting poor people good scheme modi belongs poor people side belongs corrupted anilambani niravmodi vijaymalyaare people,Possitive
ignore folks name starts chowkidar modi made easy identify trolls,Possitive
neither want lakhs daysneither want city renamedi want earn living honestly see unemployed crores indiansmujhey rozgar chahiye bhi berozgar due failed policies modi,Possitive
signs pidi even good initiative undermined lame sense humor much hatred modi fine personal choice give credits due least make fun,Possitive
yes bhai since modi break dance gujarat compare like,Negative
sabbash mera vote peppermit abvp,Negative
modis befitting politically reply inviting pak oath taking attending marriage function pak soil sending greetungs hiding behind force adventure entire nation fools bjp karyakartas,Negative
suits bjp say ran away vijay mallya tweets slams modi government,Negative
hope congies see success modi diplomacy,Possitive
ask take five years modi govt test doval start pushing team work overtime test six months ago complete term govt great risk country faced,Possitive
thankx using hashtag,Negative
wish th april narendra modi film released every social sites tube facebook every,Possitive
actual paper cutting newspaper print abusive words,Negative
killings muslims gujrat modi charge gujrat time attack pakistan ordered modi time crying french fighter jets man foolish man india today,Negative
wants every party janta,Possitive
congi journos ask give namebankamount waived modi date whether modi made provision budget like farmer loan waiver bank sent letter one informing loan waived like farmers get banks,Negative
damnnn shes fire josh people modi proud,Possitive
yes vote kaho dil modi phir modi hai mumkin hai vote support modi via mynt,Negative
welcome modis new india woman gangraped hospital icu meerut shame modi fooled women jumla bahut hua nari par war abki baar modi sarkar shame modi,Possitive
supporter modi blind hell heaven difference left wing politics right wing atleast whatever strengthen country party bjp,Negative
questions modi republic ask quint via,Negative
modi govt came power late may sanjay jhaji admitting accepting fact last two years upa govt bad people lost jobs,Negative
modi look,Negative
thats modi govt strong decisions quick decisions one thing mind indias development,Possitive
narendra modi addressed nation required nation may raise eye brows addressed nothing wrong barkha dutt typical congress leage surprise,Negative
stark difference modi speeches time trying hard lack confidence,Negative
narendra modi says india shoots low orbit spy satellite becomes major space power mission shakti big win india,Possitive
modi ruined country last years led corrupt govt since independence arvind kejriwal addressing rally,Negative
think hyper nationalism make modi win wrong getting rabid militia gets modi votes hindu muslim riots come soon modis trembling hands signal militia prepared save ass,Possitive
great job guts make banaras hindu university exclusively hindus modi followed others votes,Possitive
swachh bharat mission taking rapid strides modi govt via namo app,Negative
org site license applicable personal commercial sites bjp modi best,Possitive
wat else call terrorist bhakts nationalists lol fact know modi gonna win nothing simply crying cribbing may far away stock burnols hahaha,Possitive
modi caught redhanded reading scripted speech teleprompter meerut,Negative
credit surgical strikeair strike asat mission definitely goes modi govt congress take credit various scams upa many taj mahals mind thy didnt execute leftist media know dont represent public sentiments,Negative
modi accuses kcr copying centre welfare schemes,Negative
dont deserve modi especially guys among obcs ocs primary aoles,Possitive
taxpayers money joke politicians contesting multiple places winning subsequently bypoll happening question applies modi rahul gandhi,Possitive
drdo help chmodi fix bjps website,Negative
economy suffered due modis reckless decisions congress english,Negative
congress rule sonia became worlds th richest lady modis rule india became worlds th super powerchoice,Possitive
seems india modi dont let hatred rule mind,Negative
modi average political parties thugbandan people like spreading fake news,Negative
looks like wants compete maduro modi,Possitive
wha modi wha,Negative
launching new design,Possitive
india verge collapse economically strategically morally yrs rule modi established india world level brought back confidence investors present indias outlook stable biggest achievement,Possitive
modis address successful test anti satellite via,Possitive
inactive twitter come rarely recent elections tweets people like shankhnand tabulated form modi muslims shared cong cell whatsapp made hard copies lost many seats wafer thin margin,Negative
personal opinion apt positionnot mine usbut cant compare present view india absolutely modis view welfare rich persons poor,Possitive
chestthumping speech asat test narendra modi shown nervous wire via,Negative
word chowkidar perceived peon th class person word repeated modi prime minister country long live country,Possitive
amith shah jithis srinivas bangalore great fan bjp like modi jis working style taking inspiration modi jis resigned karnataka state government jobi likely work bjp plz give party workit request,Possitive
madam plse tell channel stop chamchari modiyou good journalisti listen debates time important relevant issues given proper coverage,Possitive
insulting army air force pathetic politician needs dustbin history asks great strike even one person killed behaving like pak agent questioning response armed forces attack modi,Negative
know reason madam modi first time contensting yes rahul papu sure development work amehti hell hes worried abt,Possitive
dont care fucking bailgadi anybody destroy punish whatever like know modi destroying democracy,Negative
modi really honesty left resign immediately,Possitive
yesi feel proud modi government modi hai sab mumkin hai,Possitive
former drdo chief saraswat explains significance clearance pms level actual link indian express archive may india missed opportunity reelect vajpayeehope repeated modi,Possitive
election commissionmodi defied power democratic institutions made toothlessincluding cbiibrawto extend judiciary also,Negative
congress claims government mismanaged economy suffered due prime minister narendra modi reckless decisions,Negative
congress give ahead test wonder pak prefers congress modi educated would know difference drdo isro,Negative
stwhy sambit patra matters beyond political debates idiot arrognat mannerless boot licker modi yes quality agent shameless modi defends every wrongdoings modi,Negative
lies deceit invented truths modi regime,Negative
certain talent needed whitewash chapters history left lobby skilfully still nursery school raazi rang basanti udta punjab chaps give modi accidental,Possitive
modi wins would victory demagogue lots claims zero achievements loses claim memory would statue staunch congressman broke back rss time today modis backbone,Possitive
big thing malaysian checking tejas hope india becomes exporter importer modi emphasised launched make india project,Negative
nirav modi assets one one auctioned arts collection crores bunglow bombay demolished nirav modi london prison art mumbai hammer recovers crore india news indian express via,Negative
modi come,Negative
give befitting reply terrorists electing bjp government says modi,Negative
india give one term nraendra modi,Negative
india belongs indians isnt personal property modi come know losing god knows might even declare emergency,Negative
modi faith young brains make new indiahope guys keep commitments get chances youngsters coming elections good luck prathap simha tejasvi suryajai modi jai bsy jai amit jai bjp party members,Possitive
talk crowds leaving modi public meeting large number likely beneficiaries mudra loans really nonreturnable grants common parlance known bribes voting bjp,Possitive
china used veto gifted nehru masood matter modi blaming nehru years old deeds modi announces remarkable achievement space thanks nehru,Possitive
want see modi india yogi uttar pradesh guys please vote bjp,Negative
first time people going vote direct prime minister candidate mrnarendra modi candidates historical india talked many people people saying going vote modi,Possitive
ashamed make allegations modi without evidence protecting jagan cases court charge sheets filed cbied trials going interfere court cases higher courts appeal problem,Possitive
secrets modi jee web series modi journey common man link,Negative
biggest fan,Negative
rahulji become modi doesnt kind,Possitive
exactly dont chose modi failed retaliate pakistani jets attempted bomb indias military installations,Negative
modi govt year report card mega analysis dhruv rathee soch via,Negative
congress aane phir batayenge tum logo placard activist threatened modi sticker car,Possitive
hmmm original shashi copying modi hai mumkin hai stock originality exhausted,Possitive
difference modi congress modi spraks chant bharat mata jai congressi speak people chantgandhi amar rahegandhi amar rahegandhi jai,Negative
nirav modi vijay mallya share jail cell mumbais arthur road jail also extradited india yearold india alleged high value sophisticated fraud money laundering mallya extradition trial india informed india,Possitive
reason gst good simple tax series reasons vote modi explained favourite topic gst,Possitive
hey also modi supporter,Negative
congress entire rule hasnt provided scheme coming scheme modi khaufff modi hai toh mumkin hai,Negative
proud indian country narendra modi like,Possitive
always modi win elections,Possitive
namo quite sure dat modi coming come,Possitive
people follow following modi makes wonder following right people,Possitive
celebratingthe great achievement indiabcz modi,Possitive
reply pakistans bullets bombs shah alipurduar west bengal march coming heavily west bengal chief minister mamata banerjee bjp president amit shah friday said modi government reply paki via,Negative
mission mode india entered worlds super league top nations mission shakti,Possitive
waiting truly pliant question censure modi surprise need arrises say pair dho dho piye,Negative
hes playing dumb liberals knows believe anything even slightly shows modi bad light,Negative
live analysis speech,Possitive
right air strike asat done modi modi pressed button release missile ended shooting helicopter nonsense,Possitive
hahabut sir reality everyone ganging one man logic modi nayak,Negative
fourth nation league proud scientists thnx modi govt leo taken asat operation shakti,Possitive
recent statement abdullahs muftis strident earlier ones fear modi coming back happen paki cronies know end kashmir plan dangerous statements,Negative
modi kicks election campaign promise new india dubai news,Possitive
using name begging votes bad eat shit dont identity use beg votes grow people kinda begging shld entertained,Negative
congressi leaders top middlemen indirect beneficiaries bank loans given bank defaulters malya nirv modi choksi many situation cuntry looting india,Negative
director web series narendra modi worries pulled election commission huffpost india,Negative
many days examis democratic gvt notits hard see hopefully next day years please modi gvt dnt detorirate student life,Negative
neighbors assume responsible crap published newspapers used modi paying papers get views promoted,Negative
one big salute video great talented speaking modi life jai hind jai bharat mata great indian modi jai,Possitive
modis demonetisation disaster killer gst led massive job revenue losses demonetisation led industry intensive care unit gst put coma finds india manufacturers organisation survey,Negative
sciencetists would made announcement common man would learntheard tech term would inspired many studyresearch subjects modi abt propaganda hate falsehood one learn,Negative
urban naxals coming together oppose modi,Negative
modi done great work appreciation goes party,Possitive
excellent achievement sri nmodi jee,Possitive
baap baap every one tell gandhi family rich modi family rich,Possitive
dumb called intellectual surviving modi virodh great fan sir yogendra yadav bcz intellectual answer various poltical issues,Possitive
vote forget candidate vote goes modi right wrong goes much dangerous people like guy tamper fabric beautiful nation careful designs error judgment could cost country,Negative
doubt goes brilliant scientics power modiwhybcoz gets successful hats people respective fields something goes wrong wheres modijawab could give permission blah,Possitive
modi might bring social security scheme similar usa wont give sloppy free doles ever gives doles limited period work time extracts contributions work,Possitive
sir next expectation next modi govt punishable policy change keeping election promises,Possitive
new indiareally modi mumkin hwhat shameless act,Possitive
small subzi market dwarka delhi vendors taking cash instead using paytm modi joked even beggar pos machine serpentine stood heat charlatan conjured story eliminating black money,Negative
masterpiece auction tax authorities raise crore auctioning nirav modi paintings,Negative
vivak duba much obedient official modi clear,Possitive
omar long friends like sanghive welcome think hope narrative changed stage believe narrative cant changed whatever rahul friends might try tremendous pro modi tilt post balakot rightly think,Possitive
live muscat iam coming india cast vote favour modi government,Possitive
agree even iand cousins diamond trading suffer loss due demo modi,Negative
whowho going join beautiful contest vote modi,Possitive
thats wrong conclusion otherwise would make uri modi movies,Negative
imran copying modi work attitude speech everything related pms job copying modi,Negative
morning digest says modi seek nod address searches trigger political storm karnataka,Negative
must agree hence,Negative
bjp gets less doubtful modi remain leader temperamentally unsuitable opposition cant back gujarat highprofile sure modis future looks like bjp falls,Negative
suggestions welcome,Possitive
mean great news damn demonetisation announcement scarred life ffs modi scare public,Possitive
nirav modi told next court appearance th april via video link,Negative
reasonilyasi told dalal modi debate,Negative
first missile targeting live satellite actually launched much existance proof,Possitive
like modi strategy,Negative
everything modi see negativity moment bask glory stupendous achievement announce else bjp lose due anti incumbency celebrating india achievement,Negative
one thing people dont realise achievement comes govt treasury handed modi almost empty many corruption years upa high inflation huge npa banks comeout voting day vote bjp,Possitive
particular cast modi problem kyo hand berojgar fault othersmd juber,Possitive
create panic corrupt opposition leaders want remove modi corruption,Negative
possible modi,Negative
bad statement modi,Negative
could pls say much modi govt,Negative
easy bank credit guarantor like nirav modi,Possitive
remember injustice modi govt thesewhen vote,Negative
modi mean men developing india,Negative
moody upgraded india sovereign credit rating baa baa first time years happening modi govt via namo app,Possitive
govt embroiled chit fund scams looted invaluable resources tribals unable ensure safety justice women develop odisha give chance see transformation chowkidar always safety wellbeing modi jeypore,Negative
one world level thing guys one agenda criticize modi bjp atleast respect good work,Possitive
modi last years helped india grow report says india shining,Negative
statements non substantial generic put way creates confusion doubt spreading misinformation aaj job baat rha hai bcoz pi le saalon mei sadak bijli aur paani kam chl jata tha,Negative
imitation best form flattery modi imitating everything good congress governments pms done past,Possitive
modi still best option india juncture even imagine alternatives people like sure know hearts hearts,Possitive
see lies spread,Negative
gang cannot tolerate modi elitist rascals knack getting skin,Negative
wrong time india modi announcing,Negative
typical modi style confusing opposition allah left right yeh beech mein shot lega,Negative
modi cant win without campaign,Possitive
thinking isnt incompetent illiterate modi govts talent feku government combined intelligence bag skittles,Negative
another feather hat modi gr achievementwhole country sir going win elections,Possitive
liberology study buffoons identify hear surgical strike modi cnt share credit army balakot airstrike modi cnt share credit army credit army alone credit reserved nehru well,Negative
money come source modi promise lakhs never came,Negative
modi talking years first years,Negative
befitting reply pakistan soil jammu narendar modi,Negative
vote kar narendra modi appeals everyone tweetstorm vtv via,Negative
score bjp manifesto check modi government done educate india youth via,Negative
country become public one person modi even,Negative
tamil nadu witnessing anti modi wave says udayanidhi stalin ppl teach modi good lesson april five years ago bjp announced slew initiatives people modi implement udayanidhi son stalin via,Possitive
delhi funny place seats begging party alliance seatsand funnier part party seats rejecting offer icie cake varanasi loksabha seat modi aap gives congress passes,Possitive
war modi corruption poverty unemployment,Negative
returns time wannabe lutyens darling economist wasnt kept npas underwraps known along bad situation till govt changed modi came power seeks pie services cong thankfully masks,Negative
past modi made fool advance,Negative
modi waved loans economy still okay,Possitive
met women selling bajji chilakaluripeta assemblyi showed modi scheme name pradhan mantri ujwala yojana cylindershe felt happywith utmost gratitudes promised vote modi provided free lpg support livelihood,Possitive
understood congress led upa didnt gave nod drdo proceed modi jis govt gave nod permission drdo ahead today indians see impact difference governance modi jis govt simple,Negative
modi promised crore jobs india today stands time low job rate years promises made promises forgotten,Negative
take action brazen violation model code conduct doesnt anything connivance turn mcc modi code conduct,Possitive
misleading propoganda opportunities youth found modi unparalleled like still stuck congress vested interests,Negative
demonetisation great success modi govt dont use demonetisation election campaign subject per bjp supporters biggest achievement right,Possitive
raghuram rajan talks dangersgroups like rss pose indiaalmost half modi ministers rss belongs rss would perhaps difficult anyone explain specific damage minister done economy becos rss background,Negative
chowkidar modi honest claimed modi protecting urban dacoit builder mafia letting loot homebuyers answer greed bjp ruined lakhs families,Possitive
please share said passing burden middle class stop behaving like feku modi speaks nothing lies using patriotism army airforce seeking votes vikas development employment corruption black money flopped,Negative
modi best leaderhe done alot country mulle nhi manenge,Possitive
went sleep years yet know much know look modi rule,Negative
modi haters said misadventure,Negative
highest ever cow related violence mob lynchings record modi became india spend data,Negative
voting,Negative
exactly fir log bolenge modi bahut acha,Negative
better know modi nervous tell please,Possitive
wtf enough space debris hasnt reading news lately talk,Negative
see congress got new fighters iaf modi done see truth see bjp,Possitive
isro credit nehru even scientists raid modi behind cbi quizzing modi behind,Negative
read burn lutyens media burn takes nerves steel take decisions like something gone wrong would first demanding modis head since things went fine restless core,Possitive
modi never said hed give lakh,Negative
modi urban naxals india part corrupted capitalists well wishers real sense,Possitive
leadership modi fadnavis compelled corrupt congress get knees beg help film stars,Negative
india joins elite club space powers highlights modis speech,Negative
bbc news meerut narendra modi addresses first big poll rally,Negative
brighter side thank heavens positive news modi never know,Possitive
promise vote modi,Negative
ashwin indian like modi buttler angrezi like raga,Negative
strict laws even think something like modi biggest lier,Negative
modi taken credits far listened watched live please watch video given credits scientists,Possitive
lets compare work done modi varansi years gandhi family constituency years modi proudly show city ahmadabad varanasi countries gandhis show achievement constituency,Possitive
one taking credit govt willingness give ahead modi done mms done accept scientific research execution ahead govt support take otherwise tht problem,Negative
make india modi government great success defense sector tata boeing aerospace recently setup based hyderabad manufactures fuselage apache helicopters india entire world new india,Possitive
replace kohli modi statement holds,Negative
haha dear pushpak bhakth mean say ever modi says hear called dictator ship business gujarath andhra pradesh chowkidhar publicity bluffer,Possitive
hindu terrorismindia might survive another five years modi newscentral x,Negative
huge fan modi gujarat offers free modi pede,Possitive
think survive good life kyr anywhere india one try much better scheme trash political overtones modi,Possitive
happening even delhi chutiya security ffs every stadium city happens scared day modi send hooligan beat mohammed shami,Negative
bjp spokesperson modi wave rahul wave lakh time lose lakh vote,Negative
cannot accept fact modi something great people going crazy aise mein congress gayi tel lene,Possitive
modi escaped wife,Negative
ahahnn bjp said hindu khatre hai many chowkidars said india invaded modi loses dont fear terrorists dont talk terrorism talk jobs farm distress,Negative
congratulations manymany congratulations,Negative
indian missile shoots satellite space sending message balakot outer space big feat kya modi ji mein kucch toh doosron liye chhod dein,Negative
people killed political parties blame modi,Negative
jio institute modi govt awarded institute eminence ioe status reliance foundation proposed institution,Negative
ever realise modi rss shiv sena cow vigilantees indian colonial militia iok frankenstein monsters,Negative
plus modi getting crore personal wealth rafale deal emphasizing,Negative
nara hota agar modi andar hota thankful changing mind set opposition leader behtarbharat though rahul team schemes super flop thought behtarbharat derived,Possitive
vision new india glorious according glorious past new india whose new identity values security prosperity respect modi,Possitive
asked thing modi promised lakh,Negative
boss modis fart would captured vial sniffed small dose daily strengthen bhakti,Negative
dont believe liars promises freebees hurry somehow deceive indian public get votes stop modi jee,Negative
despite truest liar fake india robbers brigand rowdy robber robs belongings possessor long run abuses punishes proprietor modimafia robbed congress also abusing since,Negative
antimodi whining time also jarring,Negative
let modi steal limelight way,Negative
thanks coming modi love sir,Possitive
best new fight modi,Possitive
bsf head constable tej bahadur singh courageous whistleblower shouldve supported state though whistleblower protection act apply armed forces capfs corruption thrives even modi rule since modus operandi babudom hasnt improved,Negative
deepak popat sentiment nation first none sri narendra modi feel deeplypeople like sambit plays big role make others feel love watching debates hardly miss debate doctor sahab,Possitive
years seen india growing modi nothing years still support recent report happiest countries india rocked th rank countries previously india th rank,Negative
modi crush political carrier stupid lady feat election shameless lady bringing model code conduct feat accomplished defence nation let bengalis throw lady loksabha elections,Negative
trailer real life story narendra modi subscribe erosnow th april,Possitive
prime minister modi proudly proclaimed india space superpower announcing nation scientists successfully tested,Possitive
second day first round lok sabha election campaign prime minister narendra modi today address three rallies one odishas koraput mahboobnagar telangana kurnool andhra pradesh,Negative
ask question modi answer congress family countless members,Negative
report modi factor lost shine lol sabha election,Possitive
india pride launch satish dhawan space centre today ist st april carrying foreign satellites india come long way nehru snake charmers country modi space power best wishes,Possitive
distress last year govt saw highest demand jobs yrs demands high mnrega reappearing monumental failure led govt addressing rural distress,Negative
modi wont come time focussing media people,Negative
difference modi family bastion contested varanasi afraid lose vadodara,Negative
future india safe modi handsnot hands congress believe imran khan statesman bajwa needs hugged,Possitive
seen virulent opposition ruling power since internal battles usual pakistan noises example voted bjp last time purely cong get act together becoming fat lazy never modi,Negative
joking yesterday surgical strikes space well heres modi campaign rally today land sky space government shown courage conduct surgical strike spheres,Negative
abe bhakt woh indian hai designed mnregawhich uplifted millions poverty continuous work allocation rural areas tere modi mnrega pel burai fir ussi majboori mien continue rakha,Negative
happened one founders bjp neither modi amit shah courtesy visit inform murali manohar joshi,Negative
wats problem feelin bad modi might win agian psuedo secular,Negative
every little success get say modi keep feet,Possitive
xxxxx credited inr deposit transfer indian national congress bal inr lakh modi wale hain vibgyor school airoli,Negative
losing mlas coming save modi,Negative
message would betterment india narendra modi reelected prime minister,Negative
allowed modi please take necessary action near shanti van borivali,Possitive
madamji talk give per month works given balance comes modi scheme presume already corruption value addef,Negative
dont follow modi sorry,Negative
modishah governance helping crony capitalist friends completely turning blind eye towards poor,Negative
election commission given clean chit broadcast,Possitive
dear pappu please let know account k ones opened modi open new accounts indian poor pakistani bank help pakistan economy cost indian tax payers,Negative
rahul gandhi priyanka inc good talented circle manmohan singh kapil sibal seniors decisions making run smooth gov whereas modi amit shah make decisions yes men bjp argument anyone kind wch effect adversely,Possitive
pray pray modi,Negative
dumb jobless oversmart critics sickulars dynasty leftists surely vanish modi elected please patient turn smarty,Negative
congrats indiansi guess sat back relaxed saw india reach major milestonewould felt like watching modi directed movie chanakya theatre snag continues,Possitive
said modi always looking wring dry issues score electoral brownie points chamchas focused muskofying instead truth,Negative
modi wins time desperately want control institutions democracy become dictatorship save democracy save india,Negative
think missed headline says govt approves difference modi,Negative
suggesting modi running money need rethink entire family living life like priyanka rahul excess luxuries rather tell rahula priyanka give riches,Negative
modi sir mahabub nagar homeless please help personally sir wish fulfill parents home dream repay amount future chowkidar understand poor people effort,Negative
trueas yogendra yadev said show modi sell anything including nothing congress cannot sell even available shelf,Possitive
trailer started thrilling voice beginning cant wait see ultimate goosebumps performance back bang,Negative
narendra modi trying create two indias says rahul gandhi rajasthan,Negative
modi wins loses garbage,Possitive
dear modi please visit mandya karnataka provide support sumalata cut roots family politics,Negative
congress problem giving modi credit surgical strike balakote airstrikes give indira gandhi credit creating bangladesh think forces sam maneckshaws deserve credit indira,Negative
even modis ass would whipped attended debate carefully chooses format interaction media question preparedness noting prepare,Negative
proud nationproud,Possitive
darling modi screwed india bad dont even know many interventionist schemes need stays power five years,Negative
senior citizens deemed chowkidars rakhwale dogs dependent old guardians dependent upon anyone alivethus ever proceed excel bjp member,Possitive
dhoni heaters worse modi haters dont sportsman spirit,Negative
show real proof even modi saying habe rafael turn would different accepting defeat,Possitive
said missing data documents central modis governance strategy,Negative
swamy caught modi brand chowkidars,Negative
great news morning know bglr south candidate constituency wish best lets together get modi india,Possitive
forget following global warming lecture kids crore votes modi,Negative
mean nothing expected modi wow happy know convince ardent bhaktappreciate buddy keep read well always doubt data analyse without emotioncountry safe army irrespective govtjai hind,Possitive
impossible modi prime minister,Negative
modiji hindumuslim hes nation sadly made things modi hindus congress muslims thru policies violates principles equality nice see muslim brothers seeing thru ploy,Possitive
nationalist bigots like modi,Negative
stockholm syndrome methinks,Negative
duder mad voting modi asking rahul solve problems well know bjp get power next yrs guys ask rahul develop india,Negative
sir hypothetical example please search youtube modi never said would deposit lakh account,Negative
modi tried get low hanging fruit failed meh,Negative
well tell imrand khan hide coz modi planned terror attack uski fatnewali hai,Negative
election tracker live blinded antimodi sentiment congress stopped thinking nations interest says,Possitive
thing modi acheived world tour last years,Negative
guys gulam pak terrorist guys love masood modi saw hindu terrorist pulwama killed understand guys love pakistan,Possitive
account modi deposited lakh,Negative
create real jobs need bit make people capable jobs available requires looking ahead plan yrs ahead modi create jobs simply following mnrega approach least thought bit ahead,Possitive
lok sabha election live sends second notice railways modis photo railway tickets opposing gandhi names projects must feeling cheated,Possitive
rafale chor modi incapable organising surgical strikes fake always capable surreal strikes people show maha cheat modi surgical strike kicking,Negative
pure bravery firing bullets chest thumping nation bravery would,Possitive
wow question like quest army credit air strike goes modi,Possitive
modi unique commitment power truly progressive leader country jukne nahi dunga rukne nahi dunga namaste,Possitive
objective cover everything akhlaq ramalingam question modi rahul alike people like also please dont debate people panel shouldnt including anchor best luck,Possitive
choosing twisted man candidate modi sending message youth hate bigotry violence rewarded model shud aim modi returns like hitler youth set youth wing trained professionally gangs,Negative
problem congress supporter give credit one family turn blind eyes horrendous scam blame modi every thing,Negative
really serious comedy begging congress election alliance done much good work looks either afraid modi dont trust delhi people whether reelect,Possitive
day far well seeing modis photo currency notes middle class educated person actually become chowkidar changing names currency notes wasting money making statues also theyre busy tweeting,Possitive
nobody died balakot attack means iaf useless mean modi useless get,Negative
lolzzz loved sentence directly account actually praising modi anyway please share calculations analysis want see within time frame thinking making india bankrupt,Possitive
rare pic jawahar lal nehru launching anti satellite missile narendra modi took credit,Possitive
tejasvi surya bjp candidate bengaluru south says modi india modi antiindia never let people enter parliament simply exist ruin minds youth stop teaching modi india,Negative
modis address tv bharatvarsh conclave,Negative
going country modi keep red eye,Negative
vote new bharat says narendra modi telangana enlists ndas achievements,Possitive
absolutely right raghuram rajan certified economist wikipedia link rahul gandhi gandhi family wereare undoubtedly patriots unlike savarkar went wrong modis degree master entire political science,Possitive
upa initiated take years complete per drdo chief initiated modi led nda govt lying minister party records scam chief always worked betterment country,Possitive
countdown modi defeat begins bhim army chief varanasi roadshow,Negative
liberal rhetoric devoid common sense doubt timing modi announcement politically motivated cast aspersions institutions ridiculous want defeat modi going smarter,Negative
kia set plant andhra despite modi threats chandrababu naidu,Negative
bjp chhattisgarh patriot friends fight fight bring modi government,Negative
confident bjp electoral prospects lok sabha elections narendra modi said nda form government seats,Possitive
journey chowkidar modi scientist modi,Negative
modi gets blasted giving scientists due credit congress gets away sabotaging scientists career pidis like cleaning shit,Negative
modi careful words think hinting popularity issues also end interview mentioned cities kerala orissa looked casual look precision states feels bjp chance,Negative
modi never make promise,Negative
modi mantra forget achhe din fear terror two sharply differing narratives etched aptly kurukshetra versus jingoism via,Possitive
modi bhakth chaiwala chowkidar gave names opposition wrt modi bhakth label never treated god never claimed god opposition made god bhakths,Negative
blatant disregard model code shatabdi express serves chai cup narendra main bhi slogan photo goes viral,Negative
even pakistan suparco agency wont work must empower like modi,Negative
news karnataka police gov jailed young techies modi modi slogan voice dumbness took,Negative
buck stopped janpath upa modi bjp rule compare three key data cad inflation handling npa super educated listen experts like mms montek rrr modi rahul gandhi seeking mother hand,Possitive
demonetisation led common people huge distress hard earned money considered black money money crony capitalist friends modi turned white open loot done name curbing corruption bjp,Negative
modi called chowkidar chor hai,Negative
maximum injustice bjp reign whereas modi said eveybody together everybodys growth injustice,Negative
modi really really love always pray good healthy beautiful life insaallah,Possitive
would like congratulate latest space achievement wont possible without modis enthusiasm scientists hard work,Possitive
modi address nation announcement india thought demonetization announcement st ever press conference dawood coming country lacs coming account jobs data modi fools india nomorenamo,Negative
said modis address nation asat didnt violate model code conduct guys ran entire show,Negative
time send message modi government fooling people last years managed destroy social fabric nation religious polarisation forcing ideology hatred people india,Possitive
let complete visionary mms denied modi allowed got thiw chance,Possitive
mayawati pms address mission shakti modi politics matter electoral gains election commission take serious cognizance,Negative
even one single pidi coming criticize pappu stupid schemesif would done modi toh baval macha deteabhi chup baithoge lekin tax dean padegatab mat rona,Negative
vote new bharat says narendra modi telangana enlists ndas achievements,Possitive
delhi funny place seats begging party alliance party seats rejecting offervaranasi loksabha seat modi aap gives cong cong gives gives bsp bsp candidate joins bjp,Possitive
looks like happened sudden yrs congress thing modi came built isro launched everything,Negative
arnab didnt ask modi favourite gujarati dish vacation spot paid interview,Negative
today chowkidsr divas congrats brother chowkidars live long leader chowkidar shri modi jay hind,Possitive
thinking hope onesided saying bcoz star cast seems sensible aur kuch soch samajh kar must signed film modi trailer laughable like singh wala,Negative
twitter worried fake modi bhakts indian police worried fake news spreaders perfect journalist hate fake news duty save india poison spreading join,Negative
modi hails india military space power antisatellite missile test new delhi reuters india shot,Negative
would says,Negative
many brahmins become chowkidhars,Negative
arun jaitley antisatellite missile could built years ago upa govt give nod india news indian express via,Negative
modi gave money gates dont fooled,Negative
muslim families daughters understand modiji fighting introduced triple talaq bill congress others used muslims get votes muslims care daughters want things stop vote modi,Negative
har din mooh par taala laga kar bite saalo questioning formality wishwr party people request pak people beat modi,Negative
means modi prime minister right,Possitive
modi indias first prime minister today would praising pakoda power,Negative
rule become world th richest rule become world th super power choice,Possitive
modi wave manipurnalin kohliji prabhari shri bhabhanandaji president bjp manipur pradesh well coming newly joint two imc councillors th senior leaders congress party,Possitive
moditards never sensible argument always like compare highly corrupt criminal modi government upa put bogus claims nothing upa,Negative
modi forecast rishi,Negative
hate arabs muslims much modi bjp beg folded palms arab leaders investing india called namak haraam,Negative
modis india fast resembling hitlers nazi germany,Possitive
although chatukar finds matter pappu fact strategical move safety measure congress could get mileage rahul would decided fight modi varanasi,Negative
yes bcoz country follow modi,Negative
modi nothing compared nehru pic called nehru launched st missile hand jai lustful man,Negative
first time modi done foolish thing announcing mission shakti announced scientistsnobody could say anything credit automatically goes,Negative
bjp fulfill aspirations people odisha said narendramodi,Negative
lies misinformation telling people nehru congress nothing india modi needs study history speaking bambuz,Negative
